a,b,c,d,e,f,g,h,i,j,k
3778,1889,100,y,0,ON,0,OFF,0,signal,1
3779,1889.5,100,y,0,ON,0,OFF,0,signal,1
3780,1890,100,y,0,ON,0,OFF,0,signal,1
3781,1890.5,100,y,0,ON,0,OFF,0,signal,1
3782,1891,100,y,0,ON,0,OFF,0,signal,1
3783,1891.5,100,y,0,ON,0,OFF,0,signal,1
3784,1892,100,y,0,ON,0,OFF,0,signal,1
3785,1892.5,100,y,0,ON,0,OFF,0,signal,1
3786,1893,100,y,0,ON,0,OFF,0,signal,1
3787,1893.5,100,y,0,ON,0,OFF,0,signal,1
3788,1894,100,y,0,ON,0,OFF,0,signal,1
3789,1894.5,100,y,0,ON,0,OFF,0,signal,1
3790,1895,100,y,0,ON,0,OFF,0,signal,1
3791,1895.5,100,y,0,ON,0,OFF,0,signal,1
3792,1896,100,y,0,ON,0,OFF,0,signal,1
3793,1896.5,100,y,0,ON,0,OFF,0,signal,1
3794,1897,100,y,0,ON,0,OFF,0,signal,1
3795,1897.5,100,y,0,ON,0,OFF,0,signal,1
3796,1898,100,y,0,ON,0,OFF,0,signal,1
3797,1898.5,100,y,0,ON,0,OFF,0,signal,1
3798,1899,100,y,0,ON,0,OFF,0,signal,1
3799,1899.5,100,y,0,ON,0,OFF,0,signal,1
3800,1900,100,y,0,ON,0,OFF,0,signal,1
3801,1900.5,100,y,0,ON,0,OFF,0,signal,1
3802,1901,100,y,0,ON,0,OFF,0,signal,1
3803,1901.5,100,y,0,ON,0,OFF,0,signal,1
3804,1902,100,y,0,ON,0,OFF,0,signal,1
3805,1902.5,100,y,0,ON,0,OFF,0,signal,1
3806,1903,100,y,0,ON,0,OFF,0,signal,1
3807,1903.5,100,y,0,ON,0,OFF,0,signal,1
3808,1904,100,y,0,ON,0,OFF,0,signal,1
3809,1904.5,100,y,0,ON,0,OFF,0,signal,1
3810,1905,100,y,0,ON,0,OFF,0,signal,1
3811,1905.5,100,y,0,ON,0,OFF,0,signal,1
3812,1906,100,y,0,ON,0,OFF,0,signal,1
3813,1906.5,100,y,0,ON,0,OFF,0,signal,1
3814,1907,100,y,0,ON,0,OFF,0,signal,1
3815,1907.5,100,y,0,ON,0,OFF,0,signal,1
3816,1908,100,y,0,ON,0,OFF,0,signal,1
3817,1908.5,100,y,0,ON,0,OFF,0,signal,1
3818,1909,100,y,0,ON,0,OFF,0,signal,1
3819,1909.5,100,y,0,ON,0,OFF,0,signal,1
3820,1910,100,y,0,ON,0,OFF,0,signal,1
3821,1910.5,100,y,0,ON,0,OFF,0,signal,1
3822,1911,100,y,0,ON,0,OFF,0,signal,1
3823,1911.5,100,y,0,ON,0,OFF,0,signal,1
3824,1912,100,y,0,ON,0,OFF,0,signal,1
3825,1912.5,100,y,0,ON,0,OFF,0,signal,1
3826,1913,100,y,0,ON,0,OFF,0,signal,1
3827,1913.5,100,y,0,ON,0,OFF,0,signal,1
3828,1914,100,y,0,ON,0,OFF,0,signal,1
3829,1914.5,100,y,0,ON,0,OFF,0,signal,1
3830,1915,100,y,0,ON,0,OFF,0,signal,1
3831,1915.5,100,y,0,ON,0,OFF,0,signal,1
3832,1916,100,y,0,ON,0,OFF,0,signal,1
3833,1916.5,100,y,0,ON,0,OFF,0,signal,1
3834,1917,100,y,0,ON,0,OFF,0,signal,1
3835,1917.5,100,y,0,ON,0,OFF,0,signal,1
3836,1918,100,y,0,ON,0,OFF,0,signal,1
3837,1918.5,100,y,0,ON,0,OFF,0,signal,1
3838,1919,100,y,0,ON,0,OFF,0,signal,1
3839,1919.5,100,y,0,ON,0,OFF,0,signal,1
3840,1920,100,y,0,ON,0,OFF,0,signal,1
3841,1920.5,100,y,0,ON,0,OFF,0,signal,1
3842,1921,100,y,0,ON,0,OFF,0,signal,1
3843,1921.5,100,y,0,ON,0,OFF,0,signal,1
3844,1922,100,y,0,ON,0,OFF,0,signal,1
3845,1922.5,100,y,0,ON,0,OFF,0,signal,1
3846,1923,100,y,0,ON,0,OFF,0,signal,1
3847,1923.5,100,y,0,ON,0,OFF,0,signal,1
3848,1924,100,y,0,ON,0,OFF,0,signal,1
3849,1924.5,100,y,0,ON,0,OFF,0,signal,1
3850,1925,100,y,0,ON,0,OFF,0,signal,1
3851,1925.5,100,y,0,ON,0,OFF,0,signal,1
3852,1926,100,y,0,ON,0,OFF,0,signal,1
3853,1926.5,100,y,0,ON,0,OFF,0,signal,1
3854,1927,100,y,0,ON,0,OFF,0,signal,1
3855,1927.5,100,y,0,ON,0,OFF,0,signal,1
3856,1928,100,y,0,ON,0,OFF,0,signal,1
3857,1928.5,100,y,0,ON,0,OFF,0,signal,1
3858,1929,100,y,0,ON,0,OFF,0,signal,1
3859,1929.5,100,y,0,ON,0,OFF,0,signal,1
3860,1930,100,y,0,ON,0,OFF,0,signal,1
3861,1930.5,100,y,0,ON,0,OFF,0,signal,1
3862,1931,100,y,0,ON,0,OFF,0,signal,1
3863,1931.5,100,y,0,ON,0,OFF,0,signal,1
3864,1932,100,y,0,ON,0,OFF,0,signal,1
3865,1932.5,100,y,0,ON,0,OFF,0,signal,1
3866,1933,100,y,0,ON,0,OFF,0,signal,1
3867,1933.5,100,y,0,ON,0,OFF,0,signal,1
3868,1934,100,y,0,ON,0,OFF,0,signal,1
3869,1934.5,100,y,0,ON,0,OFF,0,signal,1
3870,1935,100,y,0,ON,0,OFF,0,signal,1
3871,1935.5,100,y,0,ON,0,OFF,0,signal,1
3872,1936,100,y,0,ON,0,OFF,0,signal,1
3873,1936.5,100,y,0,ON,0,OFF,0,signal,1
3874,1937,100,y,0,ON,0,OFF,0,signal,1
3875,1937.5,100,y,0,ON,0,OFF,0,signal,1
3876,1938,100,y,0,ON,0,OFF,0,signal,1
3877,1938.5,100,y,0,ON,0,OFF,0,signal,1
3878,1939,100,y,0,ON,0,OFF,0,signal,1
3879,1939.5,100,y,0,ON,0,OFF,0,signal,1
3880,1940,100,y,0,ON,0,OFF,0,signal,1
3881,1940.5,100,y,0,ON,0,OFF,0,signal,1
3882,1941,100,y,0,ON,0,OFF,0,signal,1
3883,1941.5,100,y,0,ON,0,OFF,0,signal,1
3884,1942,100,y,0,ON,0,OFF,0,signal,1
3885,1942.5,100,y,0,ON,0,OFF,0,signal,1
3886,1943,100,y,0,ON,0,OFF,0,signal,1
3887,1943.5,100,y,0,ON,0,OFF,0,signal,1
3888,1944,100,y,0,ON,0,OFF,0,signal,1
3889,1944.5,100,y,0,ON,0,OFF,0,signal,1
3890,1945,100,y,0,ON,0,OFF,0,signal,1
3891,1945.5,100,y,0,ON,0,OFF,0,signal,1
3892,1946,100,y,0,ON,0,OFF,0,signal,1
3893,1946.5,100,y,0,ON,0,OFF,0,signal,1
3894,1947,100,y,0,ON,0,OFF,0,signal,1
3895,1947.5,100,y,0,ON,0,OFF,0,signal,1
3896,1948,100,y,0,ON,0,OFF,0,signal,1
3897,1948.5,100,y,0,ON,0,OFF,0,signal,1
3898,1949,100,y,0,ON,0,OFF,0,signal,1
3899,1949.5,100,y,0,ON,0,OFF,0,signal,1
3900,1950,100,y,0,ON,0,OFF,0,signal,1
3901,1950.5,100,y,0,ON,0,OFF,0,signal,1
3902,1951,100,y,0,ON,0,OFF,0,signal,1
3903,1951.5,100,y,0,ON,0,OFF,0,signal,1
3904,1952,100,y,0,ON,0,OFF,0,signal,1
3905,1952.5,100,y,0,ON,0,OFF,0,signal,1
3906,1953,100,y,0,ON,0,OFF,0,signal,1
3907,1953.5,100,y,0,ON,0,OFF,0,signal,1
3908,1954,100,y,0,ON,0,OFF,0,signal,1
3909,1954.5,100,y,0,ON,0,OFF,0,signal,1
3910,1955,100,y,0,ON,0,OFF,0,signal,1
3911,1955.5,100,y,0,ON,0,OFF,0,signal,1
3912,1956,100,y,0,ON,0,OFF,0,signal,1
3913,1956.5,100,y,0,ON,0,OFF,0,signal,1
3914,1957,100,y,0,ON,0,OFF,0,signal,1
3915,1957.5,100,y,0,ON,0,OFF,0,signal,1
3916,1958,100,y,0,ON,0,OFF,0,signal,1
3917,1958.5,100,y,0,ON,0,OFF,0,signal,1
3918,1959,100,y,0,ON,0,OFF,0,signal,1
3919,1959.5,100,y,0,ON,0,OFF,0,signal,1
3920,1960,100,y,0,ON,0,OFF,0,signal,1
3921,1960.5,100,y,0,ON,0,OFF,0,signal,1
3922,1961,100,y,0,ON,0,OFF,0,signal,1
3923,1961.5,100,y,0,ON,0,OFF,0,signal,1
3924,1962,100,y,0,ON,0,OFF,0,signal,1
3925,1962.5,100,y,0,ON,0,OFF,0,signal,1
3926,1963,100,y,0,ON,0,OFF,0,signal,1
3927,1963.5,100,y,0,ON,0,OFF,0,signal,1
3928,1964,100,y,0,ON,0,OFF,0,signal,1
3929,1964.5,100,y,0,ON,0,OFF,0,signal,1
3930,1965,100,y,0,ON,0,OFF,0,signal,1
3931,1965.5,100,y,0,ON,0,OFF,0,signal,1
3932,1966,100,y,0,ON,0,OFF,0,signal,1
3933,1966.5,100,y,0,ON,0,OFF,0,signal,1
3934,1967,100,y,0,ON,0,OFF,0,signal,1
3935,1967.5,100,y,0,ON,0,OFF,0,signal,1
3936,1968,100,y,0,ON,0,OFF,0,signal,1
3937,1968.5,100,y,0,ON,0,OFF,0,signal,1
3938,1969,100,y,0,ON,0,OFF,0,signal,1
3939,1969.5,100,y,0,ON,0,OFF,0,signal,1
3940,1970,100,y,0,ON,0,OFF,0,signal,1
3941,1970.5,100,y,0,ON,0,OFF,0,signal,1
3942,1971,100,y,0,ON,0,OFF,0,signal,1
3943,1971.5,100,y,0,ON,0,OFF,0,signal,1
3944,1972,100,y,0,ON,0,OFF,0,signal,1
3945,1972.5,100,y,0,ON,0,OFF,0,signal,1
3946,1973,100,y,0,ON,0,OFF,0,signal,1
3947,1973.5,100,y,0,ON,0,OFF,0,signal,1
3948,1974,100,y,0,ON,0,OFF,0,signal,1
3949,1974.5,100,y,0,ON,0,OFF,0,signal,1
3950,1975,100,y,0,ON,0,OFF,0,signal,1
3951,1975.5,100,y,0,ON,0,OFF,0,signal,1
3952,1976,100,y,0,ON,0,OFF,0,signal,1
3953,1976.5,100,y,0,ON,0,OFF,0,signal,1
3954,1977,100,y,0,ON,0,OFF,0,signal,1
3955,1977.5,100,y,0,ON,0,OFF,0,signal,1
3956,1978,100,y,0,ON,0,OFF,0,signal,1
3957,1978.5,100,y,0,ON,0,OFF,0,signal,1
3958,1979,100,y,0,ON,0,OFF,0,signal,1
3959,1979.5,100,y,0,ON,0,OFF,0,signal,1
3960,1980,100,y,0,ON,0,OFF,0,signal,1
3961,1980.5,100,y,0,ON,0,OFF,0,signal,1
3962,1981,100,y,0,ON,0,OFF,0,signal,1
3963,1981.5,100,y,0,ON,0,OFF,0,signal,1
3964,1982,100,y,0,ON,0,OFF,0,signal,1
3965,1982.5,100,y,0,ON,0,OFF,0,signal,1
3966,1983,100,y,0,ON,0,OFF,0,signal,1
3967,1983.5,100,y,0,ON,0,OFF,0,signal,1
3968,1984,100,y,0,ON,0,OFF,0,signal,1
3969,1984.5,100,y,0,ON,0,OFF,0,signal,1
3970,1985,100,y,0,ON,0,OFF,0,signal,1
3971,1985.5,100,y,0,ON,0,OFF,0,signal,1
3972,1986,100,y,0,ON,0,OFF,0,signal,1
3973,1986.5,100,y,0,ON,0,OFF,0,signal,1
3974,1987,100,y,0,ON,0,OFF,0,signal,1
3975,1987.5,100,y,0,ON,0,OFF,0,signal,1
3976,1988,100,y,0,ON,0,OFF,0,signal,1
3977,1988.5,100,y,0,ON,0,OFF,0,signal,1
3978,1989,100,y,0,ON,0,OFF,0,signal,1
3979,1989.5,100,y,0,ON,0,OFF,0,signal,1
3980,1990,100,y,0,ON,0,OFF,0,signal,1
3981,1990.5,100,y,0,ON,0,OFF,0,signal,1
3982,1991,100,y,0,ON,0,OFF,0,signal,1
3983,1991.5,100,y,0,ON,0,OFF,0,signal,1
3984,1992,100,y,0,ON,0,OFF,0,signal,1
3985,1992.5,100,y,0,ON,0,OFF,0,signal,1
3986,1993,100,y,0,ON,0,OFF,0,signal,1
3987,1993.5,100,y,0,ON,0,OFF,0,signal,1
3988,1994,100,y,0,ON,0,OFF,0,signal,1
3989,1994.5,100,y,0,ON,0,OFF,0,signal,1
3990,1995,100,y,0,ON,0,OFF,0,signal,1
3991,1995.5,100,y,0,ON,0,OFF,0,signal,1
3992,1996,100,y,0,ON,0,OFF,0,signal,1
3993,1996.5,100,y,0,ON,0,OFF,0,signal,1
3994,1997,100,y,0,ON,0,OFF,0,signal,1
3995,1997.5,100,y,0,ON,0,OFF,0,signal,1
3996,1998,100,y,0,ON,0,OFF,0,signal,1
3997,1998.5,100,y,0,ON,0,OFF,0,signal,1
3998,1999,100,y,0,ON,0,OFF,0,signal,1
3999,1999.5,100,y,0,ON,0,OFF,0,signal,1
4000,2000,100,y,0,ON,0,OFF,0,signal,1
4001,2000.5,100,y,0,ON,0,OFF,0,signal,1
4002,2001,100,y,0,ON,0,OFF,0,signal,1
4003,2001.5,100,y,0,ON,0,OFF,0,signal,1
4004,2002,100,y,0,ON,0,OFF,0,signal,1
4005,2002.5,100,y,0,ON,0,OFF,0,signal,1
4006,2003,100,y,0,ON,0,OFF,0,signal,1
4007,2003.5,100,y,0,ON,0,OFF,0,signal,1
4008,2004,100,y,0,ON,0,OFF,0,signal,1
4009,2004.5,100,y,0,ON,0,OFF,0,signal,1
4010,2005,100,y,0,ON,0,OFF,0,signal,1
4011,2005.5,100,y,0,ON,0,OFF,0,signal,1
4012,2006,100,y,0,ON,0,OFF,0,signal,1
4013,2006.5,100,y,0,ON,0,OFF,0,signal,1
4014,2007,100,y,0,ON,0,OFF,0,signal,1
4015,2007.5,100,y,0,ON,0,OFF,0,signal,1
4016,2008,100,y,0,ON,0,OFF,0,signal,1
4017,2008.5,100,y,0,ON,0,OFF,0,signal,1
4018,2009,100,y,0,ON,0,OFF,0,signal,1
4019,2009.5,100,y,0,ON,0,OFF,0,signal,1
4020,2010,100,y,0,ON,0,OFF,0,signal,1
4021,2010.5,100,y,0,ON,0,OFF,0,signal,1
4022,2011,100,y,0,ON,0,OFF,0,signal,1
4023,2011.5,100,y,0,ON,0,OFF,0,signal,1
4024,2012,100,y,0,ON,0,OFF,0,signal,1
4025,2012.5,100,y,0,ON,0,OFF,0,signal,1
4026,2013,100,y,0,ON,0,OFF,0,signal,1
4027,2013.5,100,y,0,ON,0,OFF,0,signal,1
4028,2014,100,y,0,ON,0,OFF,0,signal,1
4029,2014.5,100,y,0,ON,0,OFF,0,signal,1
4030,2015,100,y,0,ON,0,OFF,0,signal,1
4031,2015.5,100,y,0,ON,0,OFF,0,signal,1
4032,2016,100,y,0,ON,0,OFF,0,signal,1
4033,2016.5,100,y,0,ON,0,OFF,0,signal,1
4034,2017,100,y,0,ON,0,OFF,0,signal,1
4035,2017.5,100,y,0,ON,0,OFF,0,signal,1
4036,2018,100,y,0,ON,0,OFF,0,signal,1
4037,2018.5,100,y,0,ON,0,OFF,0,signal,1
4038,2019,100,y,0,ON,0,OFF,0,signal,1
4039,2019.5,100,y,0,ON,0,OFF,0,signal,1
4040,2020,100,y,0,ON,0,OFF,0,signal,1
4041,2020.5,100,y,0,ON,0,OFF,0,signal,1
4042,2021,100,y,0,ON,0,OFF,0,signal,1
4043,2021.5,100,y,0,ON,0,OFF,0,signal,1
4044,2022,100,y,0,ON,0,OFF,0,signal,1
4045,2022.5,100,y,0,ON,0,OFF,0,signal,1
4046,2023,100,y,0,ON,0,OFF,0,signal,1
4047,2023.5,100,y,0,ON,0,OFF,0,signal,1
4048,2024,100,y,0,ON,0,OFF,0,signal,1
4049,2024.5,100,y,0,ON,0,OFF,0,signal,1
4050,2025,100,y,0,ON,0,OFF,0,signal,1
4051,2025.5,100,y,0,ON,0,OFF,0,signal,1
4052,2026,100,y,0,ON,0,OFF,0,signal,1
4053,2026.5,100,y,0,ON,0,OFF,0,signal,1
4054,2027,100,y,0,ON,0,OFF,0,signal,1
4055,2027.5,100,y,0,ON,0,OFF,0,signal,1
4056,2028,100,y,0,ON,0,OFF,0,signal,1
4057,2028.5,100,y,0,ON,0,OFF,0,signal,1
4058,2029,100,y,0,ON,0,OFF,0,signal,1
4059,2029.5,100,y,0,ON,0,OFF,0,signal,1
4060,2030,100,y,0,ON,0,OFF,0,signal,1
4061,2030.5,100,y,0,ON,0,OFF,0,signal,1
4062,2031,100,y,0,ON,0,OFF,0,signal,1
4063,2031.5,100,y,0,ON,0,OFF,0,signal,1
4064,2032,100,y,0,ON,0,OFF,0,signal,1
4065,2032.5,100,y,0,ON,0,OFF,0,signal,1
4066,2033,100,y,0,ON,0,OFF,0,signal,1
4067,2033.5,100,y,0,ON,0,OFF,0,signal,1
4068,2034,100,y,0,ON,0,OFF,0,signal,1
4069,2034.5,100,y,0,ON,0,OFF,0,signal,1
4070,2035,100,y,0,ON,0,OFF,0,signal,1
4071,2035.5,100,y,0,ON,0,OFF,0,signal,1
4072,2036,100,y,0,ON,0,OFF,0,signal,1
4073,2036.5,100,y,0,ON,0,OFF,0,signal,1
4074,2037,100,y,0,ON,0,OFF,0,signal,1
4075,2037.5,100,y,0,ON,0,OFF,0,signal,1
4076,2038,100,y,0,ON,0,OFF,0,signal,1
4077,2038.5,100,y,0,ON,0,OFF,0,signal,1
4078,2039,100,y,0,ON,0,OFF,0,signal,1
4079,2039.5,100,y,0,ON,0,OFF,0,signal,1
4080,2040,100,y,0,ON,0,OFF,0,signal,1
4081,2040.5,100,y,0,ON,0,OFF,0,signal,1
4082,2041,100,y,0,ON,0,OFF,0,signal,1
4083,2041.5,100,y,0,ON,0,OFF,0,signal,1
4084,2042,100,y,0,ON,0,OFF,0,signal,1
4085,2042.5,100,y,0,ON,0,OFF,0,signal,1
4086,2043,100,y,0,ON,0,OFF,0,signal,1
4087,2043.5,100,y,0,ON,0,OFF,0,signal,1
4088,2044,100,y,0,ON,0,OFF,0,signal,1
4089,2044.5,100,y,0,ON,0,OFF,0,signal,1
4090,2045,100,y,0,ON,0,OFF,0,signal,1
4091,2045.5,100,y,0,ON,0,OFF,0,signal,1
4092,2046,100,y,0,ON,0,OFF,0,signal,1
4093,2046.5,100,y,0,ON,0,OFF,0,signal,1
4094,2047,100,y,0,ON,0,OFF,0,signal,1
4095,2047.5,100,y,0,ON,0,OFF,0,signal,1
4096,2048,100,y,0,ON,0,OFF,0,signal,1
4097,2048.5,100,y,0,ON,0,OFF,0,signal,1
4098,2049,100,y,0,ON,0,OFF,0,signal,1
4099,2049.5,100,y,0,ON,0,OFF,0,signal,1
4100,2050,100,y,0,ON,0,OFF,0,signal,1
4101,2050.5,100,y,0,ON,0,OFF,0,signal,1
4102,2051,100,y,0,ON,0,OFF,0,signal,1
4103,2051.5,100,y,0,ON,0,OFF,0,signal,1
4104,2052,100,y,0,ON,0,OFF,0,signal,1
4105,2052.5,100,y,0,ON,0,OFF,0,signal,1
4106,2053,100,y,0,ON,0,OFF,0,signal,1
4107,2053.5,100,y,0,ON,0,OFF,0,signal,1
4108,2054,100,y,0,ON,0,OFF,0,signal,1
4109,2054.5,100,y,0,ON,0,OFF,0,signal,1
4110,2055,100,y,0,ON,0,OFF,0,signal,1
4111,2055.5,100,y,0,ON,0,OFF,0,signal,1
4112,2056,100,y,0,ON,0,OFF,0,signal,1
4113,2056.5,100,y,0,ON,0,OFF,0,signal,1
4114,2057,100,y,0,ON,0,OFF,0,signal,1
4115,2057.5,100,y,0,ON,0,OFF,0,signal,1
4116,2058,100,y,0,ON,0,OFF,0,signal,1
4117,2058.5,100,y,0,ON,0,OFF,0,signal,1
4118,2059,100,y,0,ON,0,OFF,0,signal,1
4119,2059.5,100,y,0,ON,0,OFF,0,signal,1
4120,2060,100,y,0,ON,0,OFF,0,signal,1
4121,2060.5,100,y,0,ON,0,OFF,0,signal,1
4122,2061,100,y,0,ON,0,OFF,0,signal,1
4123,2061.5,100,y,0,ON,0,OFF,0,signal,1
4124,2062,100,y,0,ON,0,OFF,0,signal,1
4125,2062.5,100,y,0,ON,0,OFF,0,signal,1
4126,2063,100,y,0,ON,0,OFF,0,signal,1
4127,2063.5,100,y,0,ON,0,OFF,0,signal,1
4128,2064,100,y,0,ON,0,OFF,0,signal,1
4129,2064.5,100,y,0,ON,0,OFF,0,signal,1
4130,2065,100,y,0,ON,0,OFF,0,signal,1
4131,2065.5,100,y,0,ON,0,OFF,0,signal,1
4132,2066,100,y,0,ON,0,OFF,0,signal,1
4133,2066.5,100,y,0,ON,0,OFF,0,signal,1
4134,2067,100,y,0,ON,0,OFF,0,signal,1
4135,2067.5,100,y,0,ON,0,OFF,0,signal,1
4136,2068,100,y,0,ON,0,OFF,0,signal,1
4137,2068.5,100,y,0,ON,0,OFF,0,signal,1
4138,2069,100,y,0,ON,0,OFF,0,signal,1
4139,2069.5,100,y,0,ON,0,OFF,0,signal,1
4140,2070,100,y,0,ON,0,OFF,0,signal,1
4141,2070.5,100,y,0,ON,0,OFF,0,signal,1
4142,2071,100,y,0,ON,0,OFF,0,signal,1
4143,2071.5,100,y,0,ON,0,OFF,0,signal,1
4144,2072,100,y,0,ON,0,OFF,0,signal,1
4145,2072.5,100,y,0,ON,0,OFF,0,signal,1
4146,2073,100,y,0,ON,0,OFF,0,signal,1
4147,2073.5,100,y,0,ON,0,OFF,0,signal,1
4148,2074,100,y,0,ON,0,OFF,0,signal,1
4149,2074.5,100,y,0,ON,0,OFF,0,signal,1
4150,2075,100,y,0,ON,0,OFF,0,signal,1
4151,2075.5,100,y,0,ON,0,OFF,0,signal,1
4152,2076,100,y,0,ON,0,OFF,0,signal,1
4153,2076.5,100,y,0,ON,0,OFF,0,signal,1
4154,2077,100,y,0,ON,0,OFF,0,signal,1
4155,2077.5,100,y,0,ON,0,OFF,0,signal,1
4156,2078,100,y,0,ON,0,OFF,0,signal,1
4157,2078.5,100,y,0,ON,0,OFF,0,signal,1
4158,2079,100,y,0,ON,0,OFF,0,signal,1
4159,2079.5,100,y,0,ON,0,OFF,0,signal,1
4160,2080,100,y,0,ON,0,OFF,0,signal,1
4161,2080.5,100,y,0,ON,0,OFF,0,signal,1
4162,2081,100,y,0,ON,0,OFF,0,signal,1
4163,2081.5,100,y,0,ON,0,OFF,0,signal,1
4164,2082,100,y,0,ON,0,OFF,0,signal,1
4165,2082.5,100,y,0,ON,0,OFF,0,signal,1
4166,2083,100,y,0,ON,0,OFF,0,signal,1
4167,2083.5,100,y,0,ON,0,OFF,0,signal,1
4168,2084,100,y,0,ON,0,OFF,0,signal,1
4169,2084.5,100,y,0,ON,0,OFF,0,signal,1
4170,2085,100,y,0,ON,0,OFF,0,signal,1
4171,2085.5,100,y,0,ON,0,OFF,0,signal,1
4172,2086,100,y,0,ON,0,OFF,0,signal,1
4173,2086.5,100,y,0,ON,0,OFF,0,signal,1
4174,2087,100,y,0,ON,0,OFF,0,signal,1
4175,2087.5,100,y,0,ON,0,OFF,0,signal,1
4176,2088,100,y,0,ON,0,OFF,0,signal,1
4177,2088.5,100,y,0,ON,0,OFF,0,signal,1
4178,2089,100,y,0,ON,0,OFF,0,signal,1
4179,2089.5,100,y,0,ON,0,OFF,0,signal,1
4180,2090,100,y,0,ON,0,OFF,0,signal,1
4181,2090.5,100,y,0,ON,0,OFF,0,signal,1
4182,2091,100,y,0,ON,0,OFF,0,signal,1
4183,2091.5,100,y,0,ON,0,OFF,0,signal,1
4184,2092,100,y,0,ON,0,OFF,0,signal,1
4185,2092.5,100,y,0,ON,0,OFF,0,signal,1
4186,2093,100,y,0,ON,0,OFF,0,signal,1
4187,2093.5,100,y,0,ON,0,OFF,0,signal,1
4188,2094,100,y,0,ON,0,OFF,0,signal,1
4189,2094.5,100,y,0,ON,0,OFF,0,signal,1
4190,2095,100,y,0,ON,0,OFF,0,signal,1
4191,2095.5,100,y,0,ON,0,OFF,0,signal,1
4192,2096,100,y,0,ON,0,OFF,0,signal,1
4193,2096.5,100,y,0,ON,0,OFF,0,signal,1
4194,2097,100,y,0,ON,0,OFF,0,signal,1
4195,2097.5,100,y,0,ON,0,OFF,0,signal,1
4196,2098,100,y,0,ON,0,OFF,0,signal,1
4197,2098.5,100,y,0,ON,0,OFF,0,signal,1
4198,2099,100,y,0,ON,0,OFF,0,signal,1
4199,2099.5,100,y,0,ON,0,OFF,0,signal,1
4200,2100,100,y,0,ON,0,OFF,0,signal,1
4201,2100.5,100,y,0,ON,0,OFF,0,signal,1
4202,2101,100,y,0,ON,0,OFF,0,signal,1
4203,2101.5,100,y,0,ON,0,OFF,0,signal,1
4204,2102,100,y,0,ON,0,OFF,0,signal,1
4205,2102.5,100,y,0,ON,0,OFF,0,signal,1
4206,2103,100,y,0,ON,0,OFF,0,signal,1
4207,2103.5,100,y,0,ON,0,OFF,0,signal,1
4208,2104,100,y,0,ON,0,OFF,0,signal,1
4209,2104.5,100,y,0,ON,0,OFF,0,signal,1
4210,2105,100,y,0,ON,0,OFF,0,signal,1
4211,2105.5,100,y,0,ON,0,OFF,0,signal,1
4212,2106,100,y,0,ON,0,OFF,0,signal,1
4213,2106.5,100,y,0,ON,0,OFF,0,signal,1
4214,2107,100,y,0,ON,0,OFF,0,signal,1
4215,2107.5,100,y,0,ON,0,OFF,0,signal,1
4216,2108,100,y,0,ON,0,OFF,0,signal,1
4217,2108.5,100,y,0,ON,0,OFF,0,signal,1
4218,2109,100,y,0,ON,0,OFF,0,signal,1
4219,2109.5,100,y,0,ON,0,OFF,0,signal,1
4220,2110,100,y,0,ON,0,OFF,0,signal,1
4221,2110.5,100,y,0,ON,0,OFF,0,signal,1
4222,2111,100,y,0,ON,0,OFF,0,signal,1
4223,2111.5,100,y,0,ON,0,OFF,0,signal,1
4224,2112,100,y,0,ON,0,OFF,0,signal,1
4225,2112.5,100,y,0,ON,0,OFF,0,signal,1
4226,2113,100,y,0,ON,0,OFF,0,signal,1
4227,2113.5,100,y,0,ON,0,OFF,0,signal,1
4228,2114,100,y,0,ON,0,OFF,0,signal,1
4229,2114.5,100,y,0,ON,0,OFF,0,signal,1
4230,2115,100,y,0,ON,0,OFF,0,signal,1
4231,2115.5,100,y,0,ON,0,OFF,0,signal,1
4232,2116,100,y,0,ON,0,OFF,0,signal,1
4233,2116.5,100,y,0,ON,0,OFF,0,signal,1
4234,2117,100,y,0,ON,0,OFF,0,signal,1
4235,2117.5,100,y,0,ON,0,OFF,0,signal,1
4236,2118,100,y,0,ON,0,OFF,0,signal,1
4237,2118.5,100,y,0,ON,0,OFF,0,signal,1
4238,2119,100,y,0,ON,0,OFF,0,signal,1
4239,2119.5,100,y,0,ON,0,OFF,0,signal,1
4240,2120,100,y,0,ON,0,OFF,0,signal,1
4241,2120.5,100,y,0,ON,0,OFF,0,signal,1
4242,2121,100,y,0,ON,0,OFF,0,signal,1
4243,2121.5,100,y,0,ON,0,OFF,0,signal,1
4244,2122,100,y,0,ON,0,OFF,0,signal,1
4245,2122.5,100,y,0,ON,0,OFF,0,signal,1
4246,2123,100,y,0,ON,0,OFF,0,signal,1
4247,2123.5,100,y,0,ON,0,OFF,0,signal,1
4248,2124,100,y,0,ON,0,OFF,0,signal,1
4249,2124.5,100,y,0,ON,0,OFF,0,signal,1
4250,2125,100,y,0,ON,0,OFF,0,signal,1
4251,2125.5,100,y,0,ON,0,OFF,0,signal,1
4252,2126,100,y,0,ON,0,OFF,0,signal,1
4253,2126.5,100,y,0,ON,0,OFF,0,signal,1
4254,2127,100,y,0,ON,0,OFF,0,signal,1
4255,2127.5,100,y,0,ON,0,OFF,0,signal,1
4256,2128,100,y,0,ON,0,OFF,0,signal,1
4257,2128.5,100,y,0,ON,0,OFF,0,signal,1
4258,2129,100,y,0,ON,0,OFF,0,signal,1
4259,2129.5,100,y,0,ON,0,OFF,0,signal,1
