a,b,c,d,e,f,g,h,i,j,k
1724,862,100,y,0,ON,0,OFF,0,signal,1
1725,862.5,100,y,0,ON,0,OFF,0,signal,1
1726,863,100,y,0,ON,0,OFF,0,signal,1
1727,863.5,100,y,0,ON,0,OFF,0,signal,1
1728,864,100,y,0,ON,0,OFF,0,signal,1
1729,864.5,100,y,0,ON,0,OFF,0,signal,1
1730,865,100,y,0,ON,0,OFF,0,signal,1
1731,865.5,100,y,0,ON,0,OFF,0,signal,1
1732,866,100,y,0,ON,0,OFF,0,signal,1
1733,866.5,100,y,0,ON,0,OFF,0,signal,1
1734,867,100,y,0,ON,0,OFF,0,signal,1
1735,867.5,100,y,0,ON,0,OFF,0,signal,1
1736,868,100,y,0,ON,0,OFF,0,signal,1
1737,868.5,100,y,0,ON,0,OFF,0,signal,1
1738,869,100,y,0,ON,0,OFF,0,signal,1
1739,869.5,100,y,0,ON,0,OFF,0,signal,1
1740,870,100,y,0,ON,0,OFF,0,signal,1
1741,870.5,100,y,0,ON,0,OFF,0,signal,1
1742,871,100,y,0,ON,0,OFF,0,signal,1
1743,871.5,100,y,0,ON,0,OFF,0,signal,1
1744,872,100,y,0,ON,0,OFF,0,signal,1
1745,872.5,100,y,0,ON,0,OFF,0,signal,1
1746,873,100,y,0,ON,0,OFF,0,signal,1
1747,873.5,100,y,0,ON,0,OFF,0,signal,1
1748,874,100,y,0,ON,0,OFF,0,signal,1
1749,874.5,100,y,0,ON,0,OFF,0,signal,1
1750,875,100,y,0,ON,0,OFF,0,signal,1
1751,875.5,100,y,0,ON,0,OFF,0,signal,1
1752,876,100,y,0,ON,0,OFF,0,signal,1
1753,876.5,100,y,0,ON,0,OFF,0,signal,1
1754,877,100,y,0,ON,0,OFF,0,signal,1
1755,877.5,100,y,0,ON,0,OFF,0,signal,1
1756,878,100,y,0,ON,0,OFF,0,signal,1
1757,878.5,100,y,0,ON,0,OFF,0,signal,1
1758,879,100,y,0,ON,0,OFF,0,signal,1
1759,879.5,100,y,0,ON,0,OFF,0,signal,1
1760,880,100,y,0,ON,0,OFF,0,signal,1
1761,880.5,100,y,0,ON,0,OFF,0,signal,1
1762,881,100,y,0,ON,0,OFF,0,signal,1
1763,881.5,100,y,0,ON,0,OFF,0,signal,1
1764,882,100,y,0,ON,0,OFF,0,signal,1
1765,882.5,100,y,0,ON,0,OFF,0,signal,1
1766,883,100,y,0,ON,0,OFF,0,signal,1
1767,883.5,100,y,0,ON,0,OFF,0,signal,1
1768,884,100,y,0,ON,0,OFF,0,signal,1
1769,884.5,100,y,0,ON,0,OFF,0,signal,1
1770,885,100,y,0,ON,0,OFF,0,signal,1
1771,885.5,100,y,0,ON,0,OFF,0,signal,1
1772,886,100,y,0,ON,0,OFF,0,signal,1
1773,886.5,100,y,0,ON,0,OFF,0,signal,1
1774,887,100,y,0,ON,0,OFF,0,signal,1
1775,887.5,100,y,0,ON,0,OFF,0,signal,1
1776,888,100,y,0,ON,0,OFF,0,signal,1
1777,888.5,100,y,0,ON,0,OFF,0,signal,1
1778,889,100,y,0,ON,0,OFF,0,signal,1
1779,889.5,100,y,0,ON,0,OFF,0,signal,1
1780,890,100,y,0,ON,0,OFF,0,signal,1
1781,890.5,100,y,0,ON,0,OFF,0,signal,1
1782,891,100,y,0,ON,0,OFF,0,signal,1
1783,891.5,100,y,0,ON,0,OFF,0,signal,1
1784,892,100,y,0,ON,0,OFF,0,signal,1
1785,892.5,100,y,0,ON,0,OFF,0,signal,1
1786,893,100,y,0,ON,0,OFF,0,signal,1
1787,893.5,100,y,0,ON,0,OFF,0,signal,1
1788,894,100,y,0,ON,0,OFF,0,signal,1
1789,894.5,100,y,0,ON,0,OFF,0,signal,1
1790,895,100,y,0,ON,0,OFF,0,signal,1
1791,895.5,100,y,0,ON,0,OFF,0,signal,1
1792,896,100,y,0,ON,0,OFF,0,signal,1
1793,896.5,100,y,0,ON,0,OFF,0,signal,1
1794,897,100,y,0,ON,0,OFF,0,signal,1
1795,897.5,100,y,0,ON,0,OFF,0,signal,1
1796,898,100,y,0,ON,0,OFF,0,signal,1
1797,898.5,100,y,0,ON,0,OFF,0,signal,1
1798,899,100,y,0,ON,0,OFF,0,signal,1
1799,899.5,100,y,0,ON,0,OFF,0,signal,1
1800,900,100,y,0,ON,0,OFF,0,signal,1
1801,900.5,100,y,0,ON,0,OFF,0,signal,1
1802,901,100,y,0,ON,0,OFF,0,signal,1
1803,901.5,100,y,0,ON,0,OFF,0,signal,1
1804,902,100,y,0,ON,0,OFF,0,signal,1
1805,902.5,100,y,0,ON,0,OFF,0,signal,1
1806,903,100,y,0,ON,0,OFF,0,signal,1
1807,903.5,100,y,0,ON,0,OFF,0,signal,1
1808,904,100,y,0,ON,0,OFF,0,signal,1
1809,904.5,100,y,0,ON,0,OFF,0,signal,1
1810,905,100,y,0,ON,0,OFF,0,signal,1
1811,905.5,100,y,0,ON,0,OFF,0,signal,1
1812,906,100,y,0,ON,0,OFF,0,signal,1
1813,906.5,100,y,0,ON,0,OFF,0,signal,1
1814,907,100,y,0,ON,0,OFF,0,signal,1
1815,907.5,100,y,0,ON,0,OFF,0,signal,1
1816,908,100,y,0,ON,0,OFF,0,signal,1
1817,908.5,100,y,0,ON,0,OFF,0,signal,1
1818,909,100,y,0,ON,0,OFF,0,signal,1
1819,909.5,100,y,0,ON,0,OFF,0,signal,1
1820,910,100,y,0,ON,0,OFF,0,signal,1
1821,910.5,100,y,0,ON,0,OFF,0,signal,1
1822,911,100,y,0,ON,0,OFF,0,signal,1
1823,911.5,100,y,0,ON,0,OFF,0,signal,1
1824,912,100,y,0,ON,0,OFF,0,signal,1
1825,912.5,100,y,0,ON,0,OFF,0,signal,1
1826,913,100,y,0,ON,0,OFF,0,signal,1
1827,913.5,100,y,0,ON,0,OFF,0,signal,1
1828,914,100,y,0,ON,0,OFF,0,signal,1
1829,914.5,100,y,0,ON,0,OFF,0,signal,1
1830,915,100,y,0,ON,0,OFF,0,signal,1
1831,915.5,100,y,0,ON,0,OFF,0,signal,1
1832,916,100,y,0,ON,0,OFF,0,signal,1
1833,916.5,100,y,0,ON,0,OFF,0,signal,1
1834,917,100,y,0,ON,0,OFF,0,signal,1
1835,917.5,100,y,0,ON,0,OFF,0,signal,1
1836,918,100,y,0,ON,0,OFF,0,signal,1
1837,918.5,100,y,0,ON,0,OFF,0,signal,1
1838,919,100,y,0,ON,0,OFF,0,signal,1
1839,919.5,100,y,0,ON,0,OFF,0,signal,1
1840,920,100,y,0,ON,0,OFF,0,signal,1
1841,920.5,100,y,0,ON,0,OFF,0,signal,1
1842,921,100,y,0,ON,0,OFF,0,signal,1
1843,921.5,100,y,0,ON,0,OFF,0,signal,1
1844,922,100,y,0,ON,0,OFF,0,signal,1
1845,922.5,100,y,0,ON,0,OFF,0,signal,1
1846,923,100,y,0,ON,0,OFF,0,signal,1
1847,923.5,100,y,0,ON,0,OFF,0,signal,1
1848,924,100,y,0,ON,0,OFF,0,signal,1
1849,924.5,100,y,0,ON,0,OFF,0,signal,1
1850,925,100,y,0,ON,0,OFF,0,signal,1
1851,925.5,100,y,0,ON,0,OFF,0,signal,1
1852,926,100,y,0,ON,0,OFF,0,signal,1
1853,926.5,100,y,0,ON,0,OFF,0,signal,1
1854,927,100,y,0,ON,0,OFF,0,signal,1
1855,927.5,100,y,0,ON,0,OFF,0,signal,1
1856,928,100,y,0,ON,0,OFF,0,signal,1
1857,928.5,100,y,0,ON,0,OFF,0,signal,1
1858,929,100,y,0,ON,0,OFF,0,signal,1
1859,929.5,100,y,0,ON,0,OFF,0,signal,1
1860,930,100,y,0,ON,0,OFF,0,signal,1
1861,930.5,100,y,0,ON,0,OFF,0,signal,1
1862,931,100,y,0,ON,0,OFF,0,signal,1
1863,931.5,100,y,0,ON,0,OFF,0,signal,1
1864,932,100,y,0,ON,0,OFF,0,signal,1
1865,932.5,100,y,0,ON,0,OFF,0,signal,1
1866,933,100,y,0,ON,0,OFF,0,signal,1
1867,933.5,100,y,0,ON,0,OFF,0,signal,1
1868,934,100,y,0,ON,0,OFF,0,signal,1
1869,934.5,100,y,0,ON,0,OFF,0,signal,1
1870,935,100,y,0,ON,0,OFF,0,signal,1
1871,935.5,100,y,0,ON,0,OFF,0,signal,1
1872,936,100,y,0,ON,0,OFF,0,signal,1
1873,936.5,100,y,0,ON,0,OFF,0,signal,1
1874,937,100,y,0,ON,0,OFF,0,signal,1
1875,937.5,100,y,0,ON,0,OFF,0,signal,1
1876,938,100,y,0,ON,0,OFF,0,signal,1
1877,938.5,100,y,0,ON,0,OFF,0,signal,1
1878,939,100,y,0,ON,0,OFF,0,signal,1
1879,939.5,100,y,0,ON,0,OFF,0,signal,1
1880,940,100,y,0,ON,0,OFF,0,signal,1
1881,940.5,100,y,0,ON,0,OFF,0,signal,1
1882,941,100,y,0,ON,0,OFF,0,signal,1
1883,941.5,100,y,0,ON,0,OFF,0,signal,1
1884,942,100,y,0,ON,0,OFF,0,signal,1
1885,942.5,100,y,0,ON,0,OFF,0,signal,1
1886,943,100,y,0,ON,0,OFF,0,signal,1
1887,943.5,100,y,0,ON,0,OFF,0,signal,1
1888,944,100,y,0,ON,0,OFF,0,signal,1
1889,944.5,100,y,0,ON,0,OFF,0,signal,1
1890,945,100,y,0,ON,0,OFF,0,signal,1
1891,945.5,100,y,0,ON,0,OFF,0,signal,1
1892,946,100,y,0,ON,0,OFF,0,signal,1
1893,946.5,100,y,0,ON,0,OFF,0,signal,1
1894,947,100,y,0,ON,0,OFF,0,signal,1
1895,947.5,100,y,0,ON,0,OFF,0,signal,1
1896,948,100,y,0,ON,0,OFF,0,signal,1
1897,948.5,100,y,0,ON,0,OFF,0,signal,1
1898,949,100,y,0,ON,0,OFF,0,signal,1
1899,949.5,100,y,0,ON,0,OFF,0,signal,1
1900,950,100,y,0,ON,0,OFF,0,signal,1
1901,950.5,100,y,0,ON,0,OFF,0,signal,1
1902,951,100,y,0,ON,0,OFF,0,signal,1
1903,951.5,100,y,0,ON,0,OFF,0,signal,1
1904,952,100,y,0,ON,0,OFF,0,signal,1
1905,952.5,100,y,0,ON,0,OFF,0,signal,1
1906,953,100,y,0,ON,0,OFF,0,signal,1
1907,953.5,100,y,0,ON,0,OFF,0,signal,1
1908,954,100,y,0,ON,0,OFF,0,signal,1
1909,954.5,100,y,0,ON,0,OFF,0,signal,1
1910,955,100,y,0,ON,0,OFF,0,signal,1
1911,955.5,100,y,0,ON,0,OFF,0,signal,1
1912,956,100,y,0,ON,0,OFF,0,signal,1
1913,956.5,100,y,0,ON,0,OFF,0,signal,1
1914,957,100,y,0,ON,0,OFF,0,signal,1
1915,957.5,100,y,0,ON,0,OFF,0,signal,1
1916,958,100,y,0,ON,0,OFF,0,signal,1
1917,958.5,100,y,0,ON,0,OFF,0,signal,1
1918,959,100,y,0,ON,0,OFF,0,signal,1
1919,959.5,100,y,0,ON,0,OFF,0,signal,1
1920,960,100,y,0,ON,0,OFF,0,signal,1
1921,960.5,100,y,0,ON,0,OFF,0,signal,1
1922,961,100,y,0,ON,0,OFF,0,signal,1
1923,961.5,100,y,0,ON,0,OFF,0,signal,1
1924,962,100,y,0,ON,0,OFF,0,signal,1
1925,962.5,100,y,0,ON,0,OFF,0,signal,1
1926,963,100,y,0,ON,0,OFF,0,signal,1
1927,963.5,100,y,0,ON,0,OFF,0,signal,1
1928,964,100,y,0,ON,0,OFF,0,signal,1
1929,964.5,100,y,0,ON,0,OFF,0,signal,1
1930,965,100,y,0,ON,0,OFF,0,signal,1
1931,965.5,100,y,0,ON,0,OFF,0,signal,1
1932,966,100,y,0,ON,0,OFF,0,signal,1
1933,966.5,100,y,0,ON,0,OFF,0,signal,1
1934,967,100,y,0,ON,0,OFF,0,signal,1
1935,967.5,100,y,0,ON,0,OFF,0,signal,1
1936,968,100,y,0,ON,0,OFF,0,signal,1
1937,968.5,100,y,0,ON,0,OFF,0,signal,1
1938,969,100,y,0,ON,0,OFF,0,signal,1
1939,969.5,100,y,0,ON,0,OFF,0,signal,1
1940,970,100,y,0,ON,0,OFF,0,signal,1
1941,970.5,100,y,0,ON,0,OFF,0,signal,1
1942,971,100,y,0,ON,0,OFF,0,signal,1
1943,971.5,100,y,0,ON,0,OFF,0,signal,1
1944,972,100,y,0,ON,0,OFF,0,signal,1
1945,972.5,100,y,0,ON,0,OFF,0,signal,1
1946,973,100,y,0,ON,0,OFF,0,signal,1
1947,973.5,100,y,0,ON,0,OFF,0,signal,1
1948,974,100,y,0,ON,0,OFF,0,signal,1
1949,974.5,100,y,0,ON,0,OFF,0,signal,1
1950,975,100,y,0,ON,0,OFF,0,signal,1
1951,975.5,100,y,0,ON,0,OFF,0,signal,1
1952,976,100,y,0,ON,0,OFF,0,signal,1
1953,976.5,100,y,0,ON,0,OFF,0,signal,1
1954,977,100,y,0,ON,0,OFF,0,signal,1
1955,977.5,100,y,0,ON,0,OFF,0,signal,1
1956,978,100,y,0,ON,0,OFF,0,signal,1
1957,978.5,100,y,0,ON,0,OFF,0,signal,1
1958,979,100,y,0,ON,0,OFF,0,signal,1
1959,979.5,100,y,0,ON,0,OFF,0,signal,1
1960,980,100,y,0,ON,0,OFF,0,signal,1
1961,980.5,100,y,0,ON,0,OFF,0,signal,1
1962,981,100,y,0,ON,0,OFF,0,signal,1
1963,981.5,100,y,0,ON,0,OFF,0,signal,1
1964,982,100,y,0,ON,0,OFF,0,signal,1
1965,982.5,100,y,0,ON,0,OFF,0,signal,1
1966,983,100,y,0,ON,0,OFF,0,signal,1
1967,983.5,100,y,0,ON,0,OFF,0,signal,1
1968,984,100,y,0,ON,0,OFF,0,signal,1
1969,984.5,100,y,0,ON,0,OFF,0,signal,1
1970,985,100,y,0,ON,0,OFF,0,signal,1
1971,985.5,100,y,0,ON,0,OFF,0,signal,1
1972,986,100,y,0,ON,0,OFF,0,signal,1
1973,986.5,100,y,0,ON,0,OFF,0,signal,1
1974,987,100,y,0,ON,0,OFF,0,signal,1
1975,987.5,100,y,0,ON,0,OFF,0,signal,1
1976,988,100,y,0,ON,0,OFF,0,signal,1
1977,988.5,100,y,0,ON,0,OFF,0,signal,1
1978,989,100,y,0,ON,0,OFF,0,signal,1
1979,989.5,100,y,0,ON,0,OFF,0,signal,1
1980,990,100,y,0,ON,0,OFF,0,signal,1
1981,990.5,100,y,0,ON,0,OFF,0,signal,1
1982,991,100,y,0,ON,0,OFF,0,signal,1
1983,991.5,100,y,0,ON,0,OFF,0,signal,1
1984,992,100,y,0,ON,0,OFF,0,signal,1
1985,992.5,100,y,0,ON,0,OFF,0,signal,1
1986,993,100,y,0,ON,0,OFF,0,signal,1
1987,993.5,100,y,0,ON,0,OFF,0,signal,1
1988,994,100,y,0,ON,0,OFF,0,signal,1
1989,994.5,100,y,0,ON,0,OFF,0,signal,1
1990,995,100,y,0,ON,0,OFF,0,signal,1
1991,995.5,100,y,0,ON,0,OFF,0,signal,1
1992,996,100,y,0,ON,0,OFF,0,signal,1
1993,996.5,100,y,0,ON,0,OFF,0,signal,1
1994,997,100,y,0,ON,0,OFF,0,signal,1
1995,997.5,100,y,0,ON,0,OFF,0,signal,1
1996,998,100,y,0,ON,0,OFF,0,signal,1
1997,998.5,100,y,0,ON,0,OFF,0,signal,1
1998,999,100,y,0,ON,0,OFF,0,signal,1
1999,999.5,100,y,0,ON,0,OFF,0,signal,1
2000,1000,100,y,0,ON,0,OFF,0,signal,1
2001,1000.5,100,y,0,ON,0,OFF,0,signal,1
2002,1001,100,y,0,ON,0,OFF,0,signal,1
2003,1001.5,100,y,0,ON,0,OFF,0,signal,1
2004,1002,100,y,0,ON,0,OFF,0,signal,1
2005,1002.5,100,y,0,ON,0,OFF,0,signal,1
2006,1003,100,y,0,ON,0,OFF,0,signal,1
2007,1003.5,100,y,0,ON,0,OFF,0,signal,1
2008,1004,100,y,0,ON,0,OFF,0,signal,1
2009,1004.5,100,y,0,ON,0,OFF,0,signal,1
2010,1005,100,y,0,ON,0,OFF,0,signal,1
2011,1005.5,100,y,0,ON,0,OFF,0,signal,1
2012,1006,100,y,0,ON,0,OFF,0,signal,1
2013,1006.5,100,y,0,ON,0,OFF,0,signal,1
2014,1007,100,y,0,ON,0,OFF,0,signal,1
2015,1007.5,100,y,0,ON,0,OFF,0,signal,1
2016,1008,100,y,0,ON,0,OFF,0,signal,1
2017,1008.5,100,y,0,ON,0,OFF,0,signal,1
2018,1009,100,y,0,ON,0,OFF,0,signal,1
2019,1009.5,100,y,0,ON,0,OFF,0,signal,1
2020,1010,100,y,0,ON,0,OFF,0,signal,1
2021,1010.5,100,y,0,ON,0,OFF,0,signal,1
2022,1011,100,y,0,ON,0,OFF,0,signal,1
2023,1011.5,100,y,0,ON,0,OFF,0,signal,1
2024,1012,100,y,0,ON,0,OFF,0,signal,1
2025,1012.5,100,y,0,ON,0,OFF,0,signal,1
2026,1013,100,y,0,ON,0,OFF,0,signal,1
2027,1013.5,100,y,0,ON,0,OFF,0,signal,1
2028,1014,100,y,0,ON,0,OFF,0,signal,1
2029,1014.5,100,y,0,ON,0,OFF,0,signal,1
2030,1015,100,y,0,ON,0,OFF,0,signal,1
2031,1015.5,100,y,0,ON,0,OFF,0,signal,1
2032,1016,100,y,0,ON,0,OFF,0,signal,1
2033,1016.5,100,y,0,ON,0,OFF,0,signal,1
2034,1017,100,y,0,ON,0,OFF,0,signal,1
2035,1017.5,100,y,0,ON,0,OFF,0,signal,1
2036,1018,100,y,0,ON,0,OFF,0,signal,1
2037,1018.5,100,y,0,ON,0,OFF,0,signal,1
2038,1019,100,y,0,ON,0,OFF,0,signal,1
2039,1019.5,100,y,0,ON,0,OFF,0,signal,1
2040,1020,100,y,0,ON,0,OFF,0,signal,1
2041,1020.5,100,y,0,ON,0,OFF,0,signal,1
2042,1021,100,y,0,ON,0,OFF,0,signal,1
2043,1021.5,100,y,0,ON,0,OFF,0,signal,1
2044,1022,100,y,0,ON,0,OFF,0,signal,1
2045,1022.5,100,y,0,ON,0,OFF,0,signal,1
2046,1023,100,y,0,ON,0,OFF,0,signal,1
2047,1023.5,100,y,0,ON,0,OFF,0,signal,1
2048,1024,100,y,0,ON,0,OFF,0,signal,1
2049,1024.5,100,y,0,ON,0,OFF,0,signal,1
2050,1025,100,y,0,ON,0,OFF,0,signal,1
2051,1025.5,100,y,0,ON,0,OFF,0,signal,1
2052,1026,100,y,0,ON,0,OFF,0,signal,1
2053,1026.5,100,y,0,ON,0,OFF,0,signal,1
2054,1027,100,y,0,ON,0,OFF,0,signal,1
2055,1027.5,100,y,0,ON,0,OFF,0,signal,1
2056,1028,100,y,0,ON,0,OFF,0,signal,1
2057,1028.5,100,y,0,ON,0,OFF,0,signal,1
2058,1029,100,y,0,ON,0,OFF,0,signal,1
2059,1029.5,100,y,0,ON,0,OFF,0,signal,1
2060,1030,100,y,0,ON,0,OFF,0,signal,1
2061,1030.5,100,y,0,ON,0,OFF,0,signal,1
2062,1031,100,y,0,ON,0,OFF,0,signal,1
2063,1031.5,100,y,0,ON,0,OFF,0,signal,1
2064,1032,100,y,0,ON,0,OFF,0,signal,1
2065,1032.5,100,y,0,ON,0,OFF,0,signal,1
2066,1033,100,y,0,ON,0,OFF,0,signal,1
2067,1033.5,100,y,0,ON,0,OFF,0,signal,1
2068,1034,100,y,0,ON,0,OFF,0,signal,1
2069,1034.5,100,y,0,ON,0,OFF,0,signal,1
2070,1035,100,y,0,ON,0,OFF,0,signal,1
2071,1035.5,100,y,0,ON,0,OFF,0,signal,1
2072,1036,100,y,0,ON,0,OFF,0,signal,1
2073,1036.5,100,y,0,ON,0,OFF,0,signal,1
2074,1037,100,y,0,ON,0,OFF,0,signal,1
2075,1037.5,100,y,0,ON,0,OFF,0,signal,1
2076,1038,100,y,0,ON,0,OFF,0,signal,1
2077,1038.5,100,y,0,ON,0,OFF,0,signal,1
2078,1039,100,y,0,ON,0,OFF,0,signal,1
2079,1039.5,100,y,0,ON,0,OFF,0,signal,1
2080,1040,100,y,0,ON,0,OFF,0,signal,1
2081,1040.5,100,y,0,ON,0,OFF,0,signal,1
2082,1041,100,y,0,ON,0,OFF,0,signal,1
2083,1041.5,100,y,0,ON,0,OFF,0,signal,1
2084,1042,100,y,0,ON,0,OFF,0,signal,1
2085,1042.5,100,y,0,ON,0,OFF,0,signal,1
2086,1043,100,y,0,ON,0,OFF,0,signal,1
2087,1043.5,100,y,0,ON,0,OFF,0,signal,1
2088,1044,100,y,0,ON,0,OFF,0,signal,1
2089,1044.5,100,y,0,ON,0,OFF,0,signal,1
2090,1045,100,y,0,ON,0,OFF,0,signal,1
2091,1045.5,100,y,0,ON,0,OFF,0,signal,1
2092,1046,100,y,0,ON,0,OFF,0,signal,1
2093,1046.5,100,y,0,ON,0,OFF,0,signal,1
2094,1047,100,y,0,ON,0,OFF,0,signal,1
2095,1047.5,100,y,0,ON,0,OFF,0,signal,1
2096,1048,100,y,0,ON,0,OFF,0,signal,1
2097,1048.5,100,y,0,ON,0,OFF,0,signal,1
2098,1049,100,y,0,ON,0,OFF,0,signal,1
2099,1049.5,100,y,0,ON,0,OFF,0,signal,1
2100,1050,100,y,0,ON,0,OFF,0,signal,1
2101,1050.5,100,y,0,ON,0,OFF,0,signal,1
2102,1051,100,y,0,ON,0,OFF,0,signal,1
2103,1051.5,100,y,0,ON,0,OFF,0,signal,1
2104,1052,100,y,0,ON,0,OFF,0,signal,1
2105,1052.5,100,y,0,ON,0,OFF,0,signal,1
2106,1053,100,y,0,ON,0,OFF,0,signal,1
2107,1053.5,100,y,0,ON,0,OFF,0,signal,1
2108,1054,100,y,0,ON,0,OFF,0,signal,1
2109,1054.5,100,y,0,ON,0,OFF,0,signal,1
2110,1055,100,y,0,ON,0,OFF,0,signal,1
2111,1055.5,100,y,0,ON,0,OFF,0,signal,1
2112,1056,100,y,0,ON,0,OFF,0,signal,1
2113,1056.5,100,y,0,ON,0,OFF,0,signal,1
2114,1057,100,y,0,ON,0,OFF,0,signal,1
2115,1057.5,100,y,0,ON,0,OFF,0,signal,1
2116,1058,100,y,0,ON,0,OFF,0,signal,1
2117,1058.5,100,y,0,ON,0,OFF,0,signal,1
2118,1059,100,y,0,ON,0,OFF,0,signal,1
2119,1059.5,100,y,0,ON,0,OFF,0,signal,1
2120,1060,100,y,0,ON,0,OFF,0,signal,1
2121,1060.5,100,y,0,ON,0,OFF,0,signal,1
2122,1061,100,y,0,ON,0,OFF,0,signal,1
2123,1061.5,100,y,0,ON,0,OFF,0,signal,1
2124,1062,100,y,0,ON,0,OFF,0,signal,1
2125,1062.5,100,y,0,ON,0,OFF,0,signal,1
2126,1063,100,y,0,ON,0,OFF,0,signal,1
2127,1063.5,100,y,0,ON,0,OFF,0,signal,1
2128,1064,100,y,0,ON,0,OFF,0,signal,1
2129,1064.5,100,y,0,ON,0,OFF,0,signal,1
2130,1065,100,y,0,ON,0,OFF,0,signal,1
2131,1065.5,100,y,0,ON,0,OFF,0,signal,1
2132,1066,100,y,0,ON,0,OFF,0,signal,1
2133,1066.5,100,y,0,ON,0,OFF,0,signal,1
2134,1067,100,y,0,ON,0,OFF,0,signal,1
2135,1067.5,100,y,0,ON,0,OFF,0,signal,1
2136,1068,100,y,0,ON,0,OFF,0,signal,1
2137,1068.5,100,y,0,ON,0,OFF,0,signal,1
2138,1069,100,y,0,ON,0,OFF,0,signal,1
2139,1069.5,100,y,0,ON,0,OFF,0,signal,1
2140,1070,100,y,0,ON,0,OFF,0,signal,1
2141,1070.5,100,y,0,ON,0,OFF,0,signal,1
2142,1071,100,y,0,ON,0,OFF,0,signal,1
2143,1071.5,100,y,0,ON,0,OFF,0,signal,1
2144,1072,100,y,0,ON,0,OFF,0,signal,1
2145,1072.5,100,y,0,ON,0,OFF,0,signal,1
2146,1073,100,y,0,ON,0,OFF,0,signal,1
2147,1073.5,100,y,0,ON,0,OFF,0,signal,1
2148,1074,100,y,0,ON,0,OFF,0,signal,1
2149,1074.5,100,y,0,ON,0,OFF,0,signal,1
2150,1075,100,y,0,ON,0,OFF,0,signal,1
2151,1075.5,100,y,0,ON,0,OFF,0,signal,1
2152,1076,100,y,0,ON,0,OFF,0,signal,1
2153,1076.5,100,y,0,ON,0,OFF,0,signal,1
2154,1077,100,y,0,ON,0,OFF,0,signal,1
2155,1077.5,100,y,0,ON,0,OFF,0,signal,1
2156,1078,100,y,0,ON,0,OFF,0,signal,1
2157,1078.5,100,y,0,ON,0,OFF,0,signal,1
2158,1079,100,y,0,ON,0,OFF,0,signal,1
2159,1079.5,100,y,0,ON,0,OFF,0,signal,1
2160,1080,100,y,0,ON,0,OFF,0,signal,1
2161,1080.5,100,y,0,ON,0,OFF,0,signal,1
2162,1081,100,y,0,ON,0,OFF,0,signal,1
2163,1081.5,100,y,0,ON,0,OFF,0,signal,1
2164,1082,100,y,0,ON,0,OFF,0,signal,1
2165,1082.5,100,y,0,ON,0,OFF,0,signal,1
2166,1083,100,y,0,ON,0,OFF,0,signal,1
2167,1083.5,100,y,0,ON,0,OFF,0,signal,1
2168,1084,100,y,0,ON,0,OFF,0,signal,1
2169,1084.5,100,y,0,ON,0,OFF,0,signal,1
2170,1085,100,y,0,ON,0,OFF,0,signal,1
2171,1085.5,100,y,0,ON,0,OFF,0,signal,1
2172,1086,100,y,0,ON,0,OFF,0,signal,1
2173,1086.5,100,y,0,ON,0,OFF,0,signal,1
2174,1087,100,y,0,ON,0,OFF,0,signal,1
2175,1087.5,100,y,0,ON,0,OFF,0,signal,1
2176,1088,100,y,0,ON,0,OFF,0,signal,1
2177,1088.5,100,y,0,ON,0,OFF,0,signal,1
2178,1089,100,y,0,ON,0,OFF,0,signal,1
2179,1089.5,100,y,0,ON,0,OFF,0,signal,1
2180,1090,100,y,0,ON,0,OFF,0,signal,1
2181,1090.5,100,y,0,ON,0,OFF,0,signal,1
2182,1091,100,y,0,ON,0,OFF,0,signal,1
2183,1091.5,100,y,0,ON,0,OFF,0,signal,1
2184,1092,100,y,0,ON,0,OFF,0,signal,1
2185,1092.5,100,y,0,ON,0,OFF,0,signal,1
2186,1093,100,y,0,ON,0,OFF,0,signal,1
2187,1093.5,100,y,0,ON,0,OFF,0,signal,1
2188,1094,100,y,0,ON,0,OFF,0,signal,1
2189,1094.5,100,y,0,ON,0,OFF,0,signal,1
2190,1095,100,y,0,ON,0,OFF,0,signal,1
2191,1095.5,100,y,0,ON,0,OFF,0,signal,1
2192,1096,100,y,0,ON,0,OFF,0,signal,1
2193,1096.5,100,y,0,ON,0,OFF,0,signal,1
2194,1097,100,y,0,ON,0,OFF,0,signal,1
2195,1097.5,100,y,0,ON,0,OFF,0,signal,1
2196,1098,100,y,0,ON,0,OFF,0,signal,1
2197,1098.5,100,y,0,ON,0,OFF,0,signal,1
2198,1099,100,y,0,ON,0,OFF,0,signal,1
2199,1099.5,100,y,0,ON,0,OFF,0,signal,1
2200,1100,100,y,0,ON,0,OFF,0,signal,1
2201,1100.5,100,y,0,ON,0,OFF,0,signal,1
2202,1101,100,y,0,ON,0,OFF,0,signal,1
2203,1101.5,100,y,0,ON,0,OFF,0,signal,1
2204,1102,100,y,0,ON,0,OFF,0,signal,1
2205,1102.5,100,y,0,ON,0,OFF,0,signal,1
2206,1103,100,y,0,ON,0,OFF,0,signal,1
2207,1103.5,100,y,0,ON,0,OFF,0,signal,1
2208,1104,100,y,0,ON,0,OFF,0,signal,1
2209,1104.5,100,y,0,ON,0,OFF,0,signal,1
2210,1105,100,y,0,ON,0,OFF,0,signal,1
2211,1105.5,100,y,0,ON,0,OFF,0,signal,1
2212,1106,100,y,0,ON,0,OFF,0,signal,1
2213,1106.5,100,y,0,ON,0,OFF,0,signal,1
2214,1107,100,y,0,ON,0,OFF,0,signal,1
